STATIONID,HUC8,season,DRNAREA,US_L3NAME,Richness,richEPT,SHANdivers,DEV,has_aml,unconventional_density,conventional_density,IBI,Small,CG,FC,PR,SC,SH
20090401-0930-emosbacher,5010009,spring,26.4878766793,Western Allegheny Plateau,23,14,1.8,6.97847998297,1,0.0,0.6040499279620942,56.3866,0,0.30434782608695654,0.13043478260869565,0.17391304347826086,0.2608695652173913,0.13043478260869565
20090401-0915-sdudzic,5010003,spring,0.257284941694,Erie Drift Plain,14,11,1.66,13.3273300315,1,0.0,0.0,68.0601,1,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427
20090401-1015-jbrancato,5010005,spring,9.49000314878,North Central Appalachians,21,15,2.09,0.657942921315,0,0.0,0.7376183010961271,69.8793,1,0.38095238095238093,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.23809523809523808
20090401-0815-sdudzic,5010003,spring,0.119239966975,Erie Drift Plain,15,9,2.08,2.10492227979,0,0.0,0.0,63.3431,1,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.26666666666666666
20090401-1130-jbrancato,5010005,spring,6.39513135052,North Central Appalachians,30,21,2.72,0.74871540965,0,0.0,0.31273790800831264,93.7181,1,0.2,0.13333333333333333,0.23333333333333334,0.2,0.23333333333333334
20090402-0900-riweber,5010005,spring,3.32180615251,North Central Appalachians,15,6,1.99,0.188315160533,0,0.0,1.5052052318651812,62.0131,1,0.06666666666666667,0.13333333333333333,0.5333333333333333,0.13333333333333333,0.13333333333333333
20090402-1030-emosbacher,5010009,spring,5.53585447711,Western Allegheny Plateau,17,7,1.25,5.95686504283,0,0.0,0.0,36.9403,1,0.17647058823529413,0.11764705882352941,0.4117647058823529,0.17647058823529413,0.11764705882352941
20090402-0945-emosbacher,5010009,spring,6.00609551268,Western Allegheny Plateau,20,9,1.66,7.78053516092,0,0.0,0.0,44.4063,1,0.25,0.15,0.2,0.25,0.15
20090402-1200-emosbacher,5010009,spring,17.9902914033,Western Allegheny Plateau,21,11,1.87,6.47004406516,1,0.0,0.27792768265459217,48.9398,1,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.23809523809523808,0.047619047619047616
20090402-1350-tdaley,2040103,spring,13.0363109749,North Central Appalachians,35,25,2.89,5.73686486615,0,0.0,0.0,93.8321,1,0.22857142857142856,0.17142857142857143,0.2857142857142857,0.2,0.11428571428571428
20090402-1300-emosbacher,5010009,spring,116.077289029,Western Allegheny Plateau,16,8,1.52,7.33506426111,1,0.043074748228749835,0.9131846624494965,34.823,0,0.375,0.25,0.125,0.1875,0.0625
20090402-1200-sdudzic,5010003,spring,5.75498880761,North Central Appalachians,31,23,2.77,0.420024288945,0,0.0,0.695049136274718,97.8538,1,0.22580645161290322,0.1935483870967742,0.1935483870967742,0.22580645161290322,0.16129032258064516
20090402-1350-sdudzic,5010003,spring,3.38235287149,North Central Appalachians,31,21,2.8,0.695253099527,0,0.0,13.895652460204566,91.6468,1,0.25806451612903225,0.16129032258064516,0.22580645161290322,0.0967741935483871,0.22580645161290322
20090402-1255-tdaley,2040103,spring,3.40899651696,North Central Appalachians,41,27,2.91,2.84196456889,0,0.0,0.0,96.4691,1,0.17073170731707318,0.17073170731707318,0.2926829268292683,0.17073170731707318,0.1951219512195122
20090402-1025-tdaley,2040103,spring,6.0883819018,North Central Appalachians,45,26,3.11,4.2955991197,0,0.0,0.0,91.126,1,0.2,0.1111111111111111,0.28888888888888886,0.26666666666666666,0.1111111111111111
20090402-1535-tdaley,2040104,spring,3.75505499624,North Central Appalachians,20,17,2.38,2.94099500237,0,0.0,0.0,83.3115,1,0.25,0.1,0.25,0.1,0.3
20090402-1110-tdaley,2040103,spring,2.61262181525,North Central Appalachians,29,22,2.31,2.2805202483,0,0.0,0.0,91.9376,1,0.2413793103448276,0.20689655172413793,0.2413793103448276,0.13793103448275862,0.1724137931034483
20090402-0900-sdudzic,5010003,spring,6.18962775459,North Central Appalachians,26,14,1.96,0.213356623725,0,0.0,0.0,73.2471,1,0.19230769230769232,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.19230769230769232
20090402-1230-dcounahan,5010006,spring,1.93421281921,Western Allegheny Plateau,23,10,1.78,5.69962667944,0,0.0,11.891142366326577,49.5811,1,0.34782608695652173,0.21739130434782608,0.30434782608695654,0.08695652173913043,0.043478260869565216
20090403-0845-sdudzic,5010003,spring,0.877927425237,North Central Appalachians,23,17,2.52,0.0263898662913,0,0.0,0.0,82.3985,1,0.2608695652173913,0.17391304347826086,0.30434782608695654,0.13043478260869565,0.13043478260869565
20090403-1115-sdudzic,5010003,spring,2.93389012005,North Central Appalachians,23,16,2.56,1.39247170308,0,0.0,5.112665909841357,82.1415,1,0.30434782608695654,0.13043478260869565,0.2608695652173913,0.17391304347826086,0.13043478260869565
20090403-0955-tdaley,2040104,spring,10.3629879847,North Central Appalachians,37,24,3.03,3.14486500183,0,0.0,0.0,92.4836,1,0.16216216216216217,0.1891891891891892,0.24324324324324326,0.21621621621621623,0.1891891891891892
20090403-1140-tdaley,2040104,spring,1.73137358782,North Central Appalachians,31,24,2.76,0.0535260270306,0,0.0,0.0,94.6445,1,0.1935483870967742,0.22580645161290322,0.22580645161290322,0.1935483870967742,0.16129032258064516
20090403-1000-jbrancato,5010005,spring,1.33083078425,North Central Appalachians,11,5,1.63,1.16640069636,0,0.0,0.0,53.231,1,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.2727272727272727
20090403-1045-jbrancato,5010005,spring,2.37116860492,North Central Appalachians,12,7,1.88,0.996629048806,0,0.0,0.0,54.5616,1,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.25
20090404-1010-mbrickner,2050201,spring,1.17208871682,Central Appalachians,23,11,1.23,7.56407722211,1,0.0,19.623087971021015,67.0295,1,0.17391304347826086,0.17391304347826086,0.391304347826087,0.08695652173913043,0.13043478260869565
20090406-1435-mbrickner,2050201,spring,2.97045755811,Central Appalachians,23,14,2.3,5.64691200749,0,0.0,0.33664847264684217,79.5961,1,0.21739130434782608,0.08695652173913043,0.2608695652173913,0.21739130434782608,0.21739130434782608
20090406-1000-riweber,5010005,spring,4.70453412446,North Central Appalachians,30,23,2.62,2.97041080149,0,0.0,0.42512179677930717,94.7128,1,0.2,0.2,0.16666666666666666,0.23333333333333334,0.2
20090406-0800-riweber,5010005,spring,100.841023832,North Central Appalachians,24,12,2.04,1.0742802265,1,0.02974979711628043,1.170158686573697,69.5168,0,0.25,0.125,0.3333333333333333,0.16666666666666666,0.125
20090406-1117-mlookenbil,5010007,spring,4.59046843066,Central Appalachians,26,16,2.45,0.354135648253,0,0.0,0.0,82.376,1,0.19230769230769232,0.19230769230769232,0.2692307692307692,0.19230769230769232,0.15384615384615385
20090406-1515-jbrancato,5010005,spring,0.796838069458,North Central Appalachians,18,14,2.22,0.0,0,0.0,1.2549601209191579,74.0526,1,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.2222222222222222
20090406-1100-sdudzic,5010003,spring,0.563648250624,Western Allegheny Plateau,24,16,2.42,8.72782078509,0,0.0,23.064029712871537,78.9366,1,0.3333333333333333,0.16666666666666666,0.25,0.08333333333333333,0.16666666666666666
20090406-1145-jbrancato,5010005,spring,1.77454401628,North Central Appalachians,24,17,2.52,1.69292366612,0,0.0,2.817625234499151,81.6755,1,0.2916666666666667,0.125,0.20833333333333334,0.125,0.25
20090406-1045-jbrancato,5010005,spring,0.692657554271,North Central Appalachians,24,17,2.39,0.00557475749805,0,0.0,1.4437148542362586,83.0211,1,0.08333333333333333,0.20833333333333334,0.16666666666666666,0.20833333333333334,0.25
20090406-1415-jbrancato,5010005,spring,5.864304982,North Central Appalachians,21,13,1.64,0.478040429315,0,0.0,0.34104638250207564,62.9091,1,0.19047619047619047,0.23809523809523808,0.2857142857142857,0.09523809523809523,0.19047619047619047
20090406-0945-jbrancato,5010005,spring,0.776411274597,North Central Appalachians,20,14,2.24,1.75560749988,0,0.0,2.575954349758908,77.1655,1,0.1,0.15,0.2,0.25,0.3
20090406-1245-jbrancato,5010005,spring,2.00842888674,North Central Appalachians,21,13,2.06,0.430661565378,0,0.0,3.485311352677323,73.2393,1,0.14285714285714285,0.19047619047619047,0.2857142857142857,0.19047619047619047,0.19047619047619047
20090406-1600-jbrancato,5010005,spring,3.00103982943,North Central Appalachians,19,11,1.71,0.503094481401,0,0.0,0.0,68.2453,1,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.2631578947368421
20090406-0830-sdudzic,5010003,spring,1.04477842825,Western Allegheny Plateau,25,16,2.44,5.63994530066,0,0.0,0.0,77.6348,1,0.28,0.16,0.28,0.12,0.16
20090406-1330-dcounahan,5010006,spring,1.29862672582,Western Allegheny Plateau,18,11,2.14,6.28586720585,0,0.0,0.7700442168003002,65.9751,1,0.1111111111111111,0.3333333333333333,0.2777777777777778,0.0,0.2777777777777778
20090407-1053-C-rholler,2050201,spring,16.4414460939,Central Appalachians,7,2,1.89,5.36626036309,1,0.0,0.0,37.3815,1,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285
20090407-0910-mbrickner,2050201,spring,4.21641481665,Central Appalachians,24,15,2.49,7.04800630071,1,0.0,18.261960302373087,73.9608,1,0.125,0.20833333333333334,0.2916666666666667,0.25,0.125
20090407-1100-mbrickner,2050201,spring,1.19259273964,Central Appalachians,20,13,2.06,8.11397118342,0,0.0,17.60869348101107,76.2286,1,0.15,0.2,0.3,0.05,0.3
20090407-0815-mbrickner,2050201,spring,4.82296319788,Central Appalachians,24,16,2.45,6.79092408448,1,0.0,17.209337205078363,71.6286,1,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.25,0.125
20090408-1030-jbrancato,5010005,spring,2.21180871383,North Central Appalachians,7,4,1.04,0.127444134078,0,0.0,0.0,45.5233,1,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857
20090408-1145-jbrancato,5010005,spring,3.36432014332,North Central Appalachians,16,9,1.65,1.09151009446,0,0.0,0.0,59.4098,1,0.1875,0.1875,0.1875,0.1875,0.25
20090408-1530-dcounahan,5010006,spring,63.0241146428,Western Allegheny Plateau,28,16,1.97,8.55223575169,1,0.0,13.248896945756494,61.142,0,0.2857142857142857,0.25,0.21428571428571427,0.14285714285714285,0.10714285714285714
20090408-0808-rryder,2050201,spring,1.76817270976,Central Appalachians,28,17,2.12,2.34543906008,0,0.0,1.6966668377136078,80.2856,1,0.2857142857142857,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.14285714285714285
20090409-1700-tdaley,2040103,spring,0.80259155232,North Central Appalachians,21,13,2.4,4.34929035362,0,0.0,0.0,73.5335,1,0.14285714285714285,0.19047619047619047,0.3333333333333333,0.19047619047619047,0.14285714285714285
20090409-1605-tdaley,2040103,spring,2.16014321,North Central Appalachians,26,20,2.54,14.232598048,0,0.0,0.0,90.7655,1,0.2692307692307692,0.15384615384615385,0.19230769230769232,0.15384615384615385,0.23076923076923078
20090409-1030-dcounahan,5010006,spring,201.678726862,Western Allegheny Plateau,18,11,1.91,9.29492843597,1,0.00991676232351721,12.500078908793444,44.6258,0,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.2222222222222222,0.2777777777777778
20090409-0830-dcounahan,5010006,spring,109.735213286,Western Allegheny Plateau,26,17,1.57,6.6677997306,1,0.009112845093705028,16.375782633387935,57.1006,0,0.34615384615384615,0.19230769230769232,0.11538461538461539,0.11538461538461539,0.23076923076923078
20090409-1015-jbrancato,5010005,spring,0.296014762573,North Central Appalachians,17,11,1.95,3.0263501174,0,0.0,0.0,62.4798,1,0.23529411764705882,0.058823529411764705,0.29411764705882354,0.17647058823529413,0.23529411764705882
20090409-0930-jbrancato,5010005,spring,0.914533477274,North Central Appalachians,12,8,1.73,0.190001688904,0,0.0,0.0,58.6058,1,0.08333333333333333,0.25,0.25,0.08333333333333333,0.3333333333333333
20090411-1619-C-rholler,2050203,spring,2923.13226552,North Central Appalachians,2,0,0.96,4.36621183728,1,0.002736790289773928,1.6023907146626348,8.0365,0,1.0,0.0,0.0,0.0,0.0
20090413-1101-mlookenbil,2050201,spring,7.97745497963,North Central Appalachians,26,19,2.63,3.69999273942,0,0.0,0.25070652295837353,88.9583,1,0.3076923076923077,0.11538461538461539,0.19230769230769232,0.19230769230769232,0.19230769230769232
20090413-1231-mlookenbil,2050203,spring,9.2702896086,North Central Appalachians,29,22,2.4,2.26386644229,0,0.0,0.0,82.5036,1,0.27586206896551724,0.13793103448275862,0.1724137931034483,0.20689655172413793,0.20689655172413793
20090413-1259-C-rholler,2050201,spring,41.7250686119,Central Appalachians,7,3,1.97,1.32800404231,1,0.0239664075642718,0.0239664075642718,50.75555,0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.3333333333333333
20090413-1145-dcounahan,5010006,spring,60.5369110312,Western Allegheny Plateau,28,18,2.77,6.41398542876,1,0.01651884747612266,14.569623473940185,87.463,0,0.35714285714285715,0.10714285714285714,0.25,0.17857142857142858,0.10714285714285714
20090413-1315-dcounahan,5010006,spring,72.6923985324,Western Allegheny Plateau,25,16,1.45,6.79682407979,1,0.01375659656565447,14.898394080603792,56.5728,0,0.32,0.16,0.24,0.16,0.12
20090413-1130-C-rholler,2050201,spring,497.150847189,Central Appalachians,1,0,0.72,8.2074701514,1,0.0020114619247944953,6.551331489055672,14.3258,0,1.0,0.0,0.0,0.0,0.0
20090413-1140-C-rholler,2050201,spring,1.74859542243,Central Appalachians,2,0,0.96,45.9787121279,1,0.0,0.0,11.3106,1,1.0,0.0,0.0,0.0,0.0
20090413-1250-C-rholler,2050201,spring,971.734063297,Central Appalachians,10,5,2.29,7.63736430545,1,0.002058176280467305,4.285123015932928,46.1045,0,0.5,0.1875,0.1875,0.0625,0.0625
20090414-1200-mlookenbil,2050203,spring,18.9170655119,North Central Appalachians,35,21,2.72,2.31393217419,0,0.0,1.4801450035887582,93.5333,1,0.22857142857142856,0.14285714285714285,0.22857142857142856,0.2857142857142857,0.11428571428571428
20090414-1214-mlookenbil,2050204,spring,3.88626529669,Central Appalachians,23,15,2.31,2.44425897222,0,0.0,2.8304809785808733,80.0525,1,0.17391304347826086,0.17391304347826086,0.2608695652173913,0.21739130434782608,0.17391304347826086
20090414-1314-mlookenbil,2050204,spring,102.221396351,Central Appalachians,11,4,1.33,5.46175220907,1,0.019565375463396657,3.365244579704225,31.287,0,0.2727272727272727,0.09090909090909091,0.45454545454545453,0.0,0.18181818181818182
20090414-0325-WQN,2050107,spring,20.2124872775,North Central Appalachians,27,19,2.54,0.642086159136,0,0.0,0.0,84.0311,1,0.3333333333333333,0.07407407407407407,0.2962962962962963,0.14814814814814814,0.14814814814814814
20090414-0197-WQN,2040103,spring,23.4556367549,North Central Appalachians,35,20,2.8,4.69808491058,0,0.0,0.0,90.5813,1,0.2571428571428571,0.14285714285714285,0.2857142857142857,0.2571428571428571,0.05714285714285714
20090415-0915-mlookenbil,2050106,spring,6.18232971257,North Central Appalachians,30,22,2.75,0.55026045245,0,0.0,0.0,92.9781,1,0.23333333333333334,0.2,0.3333333333333333,0.1,0.13333333333333333
20090415-1315-mbrickner,2050205,spring,6.50228514209,North Central Appalachians,34,26,2.8,0.00296926219773,0,0.0,0.0,94.659,1,0.3235294117647059,0.14705882352941177,0.20588235294117646,0.20588235294117646,0.11764705882352941
20090415-1015-mlookenbil,2050106,spring,3.28446643487,North Central Appalachians,15,9,1.75,0.898200072891,1,0.0,0.0,61.5833,1,0.2,0.2,0.26666666666666666,0.13333333333333333,0.2
20090416-0945-tdaley,2040103,spring,0.399963593886,Northern Allegheny Plateau,27,16,2.65,1.66055223016,0,0.0,0.0,84.3893,1,0.14814814814814814,0.18518518518518517,0.2962962962962963,0.25925925925925924,0.1111111111111111
20090416-1130-dbogar,2050202,spring,1.51756798642,North Central Appalachians,29,20,2.7,0.916007226279,0,0.0,0.0,91.991,1,0.2413793103448276,0.20689655172413793,0.3103448275862069,0.10344827586206896,0.13793103448275862
20090416-1320-tdaley,2040103,spring,4.55096633021,Northern Allegheny Plateau,26,20,2.31,3.30821836447,0,0.0,0.0,84.3091,1,0.2692307692307692,0.19230769230769232,0.23076923076923078,0.19230769230769232,0.11538461538461539
20090416-0900-riweber,5010005,spring,2.5567860017,North Central Appalachians,21,10,2.35,0.560304467333,0,0.3911160336982066,0.0,71.0621,1,0.14285714285714285,0.23809523809523808,0.47619047619047616,0.0,0.14285714285714285
20090416-0731-mlookenbil,2050202,spring,8.90658454094,North Central Appalachians,25,20,2.57,2.10745826053,0,0.11227648436989518,1.1227648436989517,92.998,1,0.28,0.12,0.24,0.24,0.12
20090416-0936-mlookenbil,2050202,spring,14.7467171721,North Central Appalachians,28,19,2.21,0.214453484018,0,0.0,0.1356234053083959,83.2745,1,0.25,0.10714285714285714,0.21428571428571427,0.32142857142857145,0.10714285714285714
20090416-1245-tdaley,2040103,spring,1.44752222862,Northern Allegheny Plateau,35,19,2.9,2.94502094059,0,0.0,0.0,81.0723,1,0.14285714285714285,0.17142857142857143,0.2857142857142857,0.2571428571428571,0.14285714285714285
20090416-1015-tdaley,2040103,spring,0.380077394731,Northern Allegheny Plateau,25,20,2.48,0.0,0,0.0,0.0,86.3118,1,0.28,0.2,0.12,0.32,0.08
20090416-0455-WQN,2050201,spring,6.56904871168,Central Appalachians,32,20,2.61,2.36067269767,0,0.0,0.45668712954828516,91.5858,1,0.25,0.09375,0.28125,0.21875,0.15625
20090416-0877-WQN,5010003,spring,20.3753610406,North Central Appalachians,34,24,2.83,0.609474139042,0,0.0,0.0,94.0891,1,0.3235294117647059,0.058823529411764705,0.2647058823529412,0.2647058823529412,0.08823529411764706
20090417-0800-riweber,5010005,spring,2.32139518607,North Central Appalachians,25,15,2.5,4.16181509698,1,0.0,0.4307754259165788,82.999,1,0.2,0.16,0.36,0.08,0.2
20090417-0930-jardressle,2050205,spring,0.578089878748,North Central Appalachians,22,17,1.98,0.0667958052234,0,0.0,0.0,73.9336,1,0.18181818181818182,0.13636363636363635,0.2727272727272727,0.13636363636363635,0.2727272727272727
20090417-0845-dcounahan,5010006,spring,61.8141069987,Western Allegheny Plateau,15,6,1.37,7.23784405762,1,0.0,14.284765126811106,36.6685,0,0.4,0.2,0.26666666666666666,0.06666666666666667,0.06666666666666667
20090417-0745-dcounahan,5010006,spring,5.91759227294,Western Allegheny Plateau,19,14,1.78,7.29787928222,1,0.0,15.208888319587768,44.4276,1,0.2631578947368421,0.3684210526315789,0.21052631578947367,0.10526315789473684,0.05263157894736842
20090417-1000-dcounahan,5010006,spring,7.17640798647,Western Allegheny Plateau,17,9,1.88,6.12214151197,0,0.0,11.705020137981135,59.8383,1,0.17647058823529413,0.17647058823529413,0.35294117647058826,0.11764705882352941,0.17647058823529413
20090417-0878-WQN,5010008,spring,11.6088680153,Central Appalachians,24,16,1.36,2.44312946757,0,0.0,0.34456417238340276,75.8736,1,0.2916666666666667,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.125
20090417-0882-WQN,5010006,spring,22.8972013914,Western Allegheny Plateau,27,11,2.1,4.8777608575,1,0.0,13.058364421439816,53.9383,1,0.3333333333333333,0.07407407407407407,0.2222222222222222,0.2222222222222222,0.14814814814814814
20090420-1415-mlookenbil,2050206,spring,2.42472619372,North Central Appalachians,22,16,1.84,0.78829187502,0,0.0,0.0,80.524,1,0.13636363636363635,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.18181818181818182
20090420-1456-mlookenbil,2050206,spring,52.4199823596,North Central Appalachians,35,19,3.15,1.86860330982,1,0.0,0.0,97.1341,0,0.14285714285714285,0.17142857142857143,0.37142857142857144,0.2,0.11428571428571428
20090420-1045-mlookenbil,2050206,spring,4.44423729241,North Central Appalachians,24,19,2.56,0.517837593619,0,0.0,0.0,87.1758,1,0.2916666666666667,0.125,0.20833333333333334,0.25,0.125
20090420-0945-mlookenbil,2050206,spring,19.8427198151,North Central Appalachians,25,20,2.43,2.34123540012,0,0.0,0.0,86.658,1,0.36,0.08,0.2,0.28,0.08
20090420-1200-riweber,5010006,spring,40.5699314319,North Central Appalachians,26,16,2.47,2.21157488574,1,0.02464879689724354,2.2430405176491623,81.8457,0,0.23076923076923078,0.19230769230769232,0.2692307692307692,0.23076923076923078,0.07692307692307693
20090420-1245-mlookenbil,2050206,spring,26.7913439398,North Central Appalachians,44,31,3.11,1.82337044644,1,0.0,0.0,95.2484,0,0.25,0.13636363636363635,0.25,0.29545454545454547,0.06818181818181818
20090420-1310-mlookenbil,2050206,spring,19.6351310643,North Central Appalachians,20,12,1.62,1.21790056205,0,0.0,0.0,64.4131,1,0.25,0.25,0.25,0.1,0.15
20090420-1630-jbrancato,5010005,spring,1.86972747438,North Central Appalachians,21,15,1.96,0.452283100308,0,0.0,0.0,80.336,1,0.19047619047619047,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.23809523809523808
20090420-1500-jbrancato,5010005,spring,2.38970331482,North Central Appalachians,20,11,1.89,0.307011165511,0,0.0,0.0,68.3806,1,0.05,0.3,0.3,0.1,0.25
20090420-1715-jbrancato,5010005,spring,39.4570379448,North Central Appalachians,27,16,2.49,0.804241006114,0,0.0,0.07603206313147404,82.58485,0,0.25925925925925924,0.14814814814814814,0.18518518518518517,0.25925925925925924,0.14814814814814814
20090420-1130-mlookenbil,2050206,spring,70.6715745584,North Central Appalachians,28,18,2.68,1.511304459,1,0.0,0.0,94.78,0,0.17857142857142858,0.17857142857142858,0.25,0.2857142857142857,0.10714285714285714
20090420-1202-smeans,2050106,spring,8.55376861535,Northern Allegheny Plateau,17,12,1.9,4.64021307331,0,0.0,0.0,66.5198,1,0.35294117647058826,0.17647058823529413,0.29411764705882354,0.17647058823529413,0.0
20090420-1031-smeans,2050106,spring,36.6428125455,Northern Allegheny Plateau,22,12,2.46,4.1149605038,0,0.0,0.0,70.3338,0,0.22727272727272727,0.22727272727272727,0.2727272727272727,0.2727272727272727,0.0
20090421-0925-mlookenbil,2050206,spring,5.79340971666,North Central Appalachians,34,25,2.99,1.65762427183,0,0.0,0.0,98.7441,1,0.23529411764705882,0.17647058823529413,0.29411764705882354,0.14705882352941177,0.14705882352941177
20090421-1100-mlookenbil,2050206,spring,5.3207746144,North Central Appalachians,28,21,2.7,0.902071207745,1,0.0,0.0,91.9886,1,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.21428571428571427
20090421-1215-mlookenbil,2050206,spring,9.59576683711,North Central Appalachians,24,19,2.4,0.60320717893,0,0.0,0.0,87.2828,1,0.25,0.16666666666666666,0.25,0.25,0.08333333333333333
20090421-1010-mlookenbil,2050206,spring,4.32654188459,North Central Appalachians,30,24,2.92,2.2008817807,0,0.0,0.0,98.2876,1,0.16666666666666666,0.23333333333333334,0.23333333333333334,0.2,0.16666666666666666
20090421-1440-mlookenbil,2050206,spring,2.25590587778,North Central Appalachians,28,18,2.75,0.34404847489,0,0.0,0.0,89.2588,1,0.2857142857142857,0.14285714285714285,0.17857142857142858,0.25,0.14285714285714285
20090421-1335-mlookenbil,2050206,spring,16.9702259216,North Central Appalachians,34,25,2.84,0.44529493679,0,0.0,0.0,93.0963,1,0.2647058823529412,0.17647058823529413,0.29411764705882354,0.17647058823529413,0.08823529411764706
20090421-0931-jryder,2050106,spring,1.61456630152,Northern Allegheny Plateau,11,8,1.64,3.43912180422,0,0.0,0.0,55.577,1,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.18181818181818182
20090421-1000-riweber,5010005,spring,5.59423881327,North Central Appalachians,31,17,2.72,2.51249344267,0,0.0,11.082830402758432,85.771,1,0.16129032258064516,0.1935483870967742,0.3225806451612903,0.16129032258064516,0.16129032258064516
20090421-0900-emosbacher,5010009,spring,26.3580564821,Western Allegheny Plateau,19,11,2.02,17.0579135194,1,0.0,0.11381719293443839,47.87885,0,0.2631578947368421,0.3157894736842105,0.10526315789473684,0.21052631578947367,0.10526315789473684
20090421-1030-emosbacher,5010009,spring,139.953547857,Western Allegheny Plateau,12,5,1.46,7.58666128467,1,0.04287136762070945,1.0360580508338118,30.9923,0,0.5,0.16666666666666666,0.08333333333333333,0.25,0.0
20090421-0930-sdudzic,5010003,spring,2.71243895082,Western Allegheny Plateau,20,14,2.23,5.52352480604,1,0.0,1.1060156760737663,79.8308,1,0.35,0.1,0.25,0.1,0.2
20090421-1230-sdudzic,5010003,spring,1.00002482665,Western Allegheny Plateau,22,17,2.4,4.82662753881,0,0.0,0.0,81.3315,1,0.4090909090909091,0.18181818181818182,0.13636363636363635,0.13636363636363635,0.13636363636363635
20090421-1200-emosbacher,5010009,spring,4.47342946049,Western Allegheny Plateau,34,20,2.59,4.79585671126,0,0.22354214117650673,1.7883371294120538,82.8001,1,0.3235294117647059,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.08823529411764706
20090421-1052-smeans,2050106,spring,5.74606897848,Northern Allegheny Plateau,22,18,1.54,2.27138325896,0,0.0,0.0,75.746,1,0.3181818181818182,0.13636363636363635,0.22727272727272727,0.22727272727272727,0.09090909090909091
20090422-0940-mlookenbil,2050206,spring,59.1374245924,North Central Appalachians,28,16,2.62,1.73757526925,1,0.0,0.0,92.2393,0,0.21428571428571427,0.17857142857142858,0.35714285714285715,0.14285714285714285,0.10714285714285714
20090422-0850-mlookenbil,2050206,spring,7.31646088809,North Central Appalachians,21,15,2.18,0.411659462626,0,0.0,0.0,71.9541,1,0.14285714285714285,0.19047619047619047,0.2857142857142857,0.19047619047619047,0.19047619047619047
20090422-0740-mlookenbil,2050206,spring,3.0511607741,North Central Appalachians,22,16,2.08,0.0,0,0.0,0.0,78.7885,1,0.18181818181818182,0.22727272727272727,0.22727272727272727,0.18181818181818182,0.18181818181818182
20090422-1122-mlookenbil,5020006,spring,3.12116791792,Central Appalachians,9,5,0.89,2.41123345293,1,0.0,0.0,49.6443,1,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444
20090422-1130-dcounahan,5010006,spring,3.11865800929,Western Allegheny Plateau,27,15,2.83,5.20274871541,0,0.0,12.505378878936078,78.9211,1,0.3333333333333333,0.14814814814814814,0.3333333333333333,0.1111111111111111,0.07407407407407407
20090422-1000-sdudzic,5010003,spring,0.327948523159,Western Allegheny Plateau,21,11,2.46,9.49016837396,0,0.0,0.0,74.8411,1,0.42857142857142855,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.14285714285714285
20090422-1100-smeans,2050103,spring,140.634350919,Northern Allegheny Plateau,27,16,2.48,4.02656959335,0,0.0,0.09243829772064366,76.6016,0,0.37037037037037035,0.25925925925925924,0.07407407407407407,0.2962962962962963,0.0
20090422-1100-sdudzic,5010003,spring,1.50328081421,Western Allegheny Plateau,23,17,2.16,2.37342991446,0,0.0,0.0,85.5523,1,0.17391304347826086,0.2608695652173913,0.30434782608695654,0.043478260869565216,0.21739130434782608
20090422-1322-rryder,5020006,spring,6.69361740775,Central Appalachians,36,22,2.88,1.14164075525,0,0.0,0.0,94.8878,1,0.2222222222222222,0.1388888888888889,0.3055555555555556,0.19444444444444445,0.1388888888888889
20090422-0951-smeans,2050106,spring,9.26024997408,Northern Allegheny Plateau,24,16,2.09,3.07777629516,0,0.0,0.0,77.3116,1,0.2916666666666667,0.08333333333333333,0.25,0.25,0.125
20090422-0952-smeans,2050106,spring,9.26067472785,Northern Allegheny Plateau,26,19,2.36,3.07846906312,0,0.0,0.0,82.954,1,0.23076923076923078,0.19230769230769232,0.2692307692307692,0.15384615384615385,0.15384615384615385
20090423-0800-riweber,5010006,spring,7.99054511849,North Central Appalachians,25,15,1.89,12.8108479032,0,0.0,0.0,66.8758,1,0.12,0.24,0.32,0.2,0.12
